"PID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","NL_NAME_3","VARNAME_3","TYPE_3","ENGTYPE_3"
32642,105,"IND","India",2,"Andhra Pradesh",4,"Anantapur",15,"Gooty","","","Taluk","Taluk"
32643,105,"IND","India",2,"Andhra Pradesh",4,"Anantapur",16,"Hindupur","","","Taluk","Taluk"
32644,105,"IND","India",2,"Andhra Pradesh",4,"Anantapur",17,"Kadiri","","","Taluk","Taluk"
32645,105,"IND","India",2,"Andhra Pradesh",4,"Anantapur",18,"Kalyandurg","","","Taluk","Taluk"
32646,105,"IND","India",2,"Andhra Pradesh",4,"Anantapur",19,"Madakasira","","","Taluk","Taluk"
32647,105,"IND","India",2,"Andhra Pradesh",4,"Anantapur",20,"Penukonda","","","Taluk","Taluk"
32648,105,"IND","India",2,"Andhra Pradesh",4,"Anantapur",21,"Rayadurg","","","Taluk","Taluk"
32649,105,"IND","India",2,"Andhra Pradesh",4,"Anantapur",22,"Tadpatri","","","Taluk","Taluk"
32650,105,"IND","India",2,"Andhra Pradesh",5,"Chittoor",23,"Chandragiri","","","Taluk","Taluk"
32651,105,"IND","India",2,"Andhra Pradesh",5,"Chittoor",24,"Chittoor","","","Taluk","Taluk"
32652,105,"IND","India",2,"Andhra Pradesh",5,"Chittoor",25,"Kuppam","","","Taluk","Taluk"
32653,105,"IND","India",2,"Andhra Pradesh",5,"Chittoor",26,"Madanapalle","","","Taluk","Taluk"
32654,105,"IND","India",2,"Andhra Pradesh",5,"Chittoor",27,"Palmaner","","","Taluk","Taluk"
32655,105,"IND","India",2,"Andhra Pradesh",5,"Chittoor",28,"Punganuru","","","Taluk","Taluk"
32656,105,"IND","India",2,"Andhra Pradesh",5,"Chittoor",29,"Puttur","","","Taluk","Taluk"
32657,105,"IND","India",2,"Andhra Pradesh",5,"Chittoor",30,"Satyavedu","","","Taluk","Taluk"
32658,105,"IND","India",2,"Andhra Pradesh",5,"Chittoor",31,"Sri Kalahasti","","","Taluk","Taluk"
32659,105,"IND","India",2,"Andhra Pradesh",5,"Chittoor",32,"Vayalipad","","Vayalpad","Taluk","Taluk"
32660,105,"IND","India",2,"Andhra Pradesh",6,"Cuddapah",33,"Badvel","","","Taluk","Taluk"
32661,105,"IND","India",2,"Andhra Pradesh",6,"Cuddapah",34,"Cuddapah","","","Taluk","Taluk"
32662,105,"IND","India",2,"Andhra Pradesh",6,"Cuddapah",35,"Jammalamadugu","","","Taluk","Taluk"
32663,105,"IND","India",2,"Andhra Pradesh",6,"Cuddapah",36,"Kamalapuram","","","Taluk","Taluk"
32664,105,"IND","India",2,"Andhra Pradesh",6,"Cuddapah",37,"Proddatur","","","Taluk","Taluk"
32665,105,"IND","India",2,"Andhra Pradesh",6,"Cuddapah",38,"Pulivendla","","","Taluk","Taluk"
32666,105,"IND","India",2,"Andhra Pradesh",6,"Cuddapah",39,"Rajampet","","","Taluk","Taluk"
32667,105,"IND","India",2,"Andhra Pradesh",6,"Cuddapah",40,"Rayachoti","","","Taluk","Taluk"
32668,105,"IND","India",2,"Andhra Pradesh",6,"Cuddapah",41,"Sidhout","","","Taluk","Taluk"
32669,105,"IND","India",2,"Andhra Pradesh",7,"East Godavari",42,"Addatigala","","Ellavaram","Taluk","Taluk"
32670,105,"IND","India",2,"Andhra Pradesh",7,"East Godavari",43,"Amalapuram","","","Taluk","Taluk"
32671,105,"IND","India",2,"Andhra Pradesh",7,"East Godavari",44,"Kakinada","","","Taluk","Taluk"
32672,105,"IND","India",2,"Andhra Pradesh",7,"East Godavari",45,"Kottapeta","","","Taluk","Taluk"
32673,105,"IND","India",2,"Andhra Pradesh",7,"East Godavari",46,"Mummidivaram","","","Taluk","Taluk"
32674,105,"IND","India",2,"Andhra Pradesh",7,"East Godavari",47,"Peddapuram","","","Taluk","Taluk"
32675,105,"IND","India",2,"Andhra Pradesh",7,"East Godavari",48,"Pithapuram","","","Taluk","Taluk"
32676,105,"IND","India",2,"Andhra Pradesh",7,"East Godavari",49,"Prathipadu","","","Taluk","Taluk"
32677,105,"IND","India",2,"Andhra Pradesh",7,"East Godavari",50,"Rajahmundry","","","Taluk","Taluk"
32678,105,"IND","India",2,"Andhra Pradesh",7,"East Godavari",51,"Ramachandrapuram","","","Taluk","Taluk"
32679,105,"IND","India",2,"Andhra Pradesh",7,"East Godavari",52,"Rampa Chodavaram","","","Taluk","Taluk"
32680,105,"IND","India",2,"Andhra Pradesh",7,"East Godavari",53,"Razole","","","Taluk","Taluk"
32681,105,"IND","India",2,"Andhra Pradesh",7,"East Godavari",54,"Tuni","","","Taluk","Taluk"
32682,105,"IND","India",2,"Andhra Pradesh",8,"Guntur",55,"Bapatla","","","Taluk","Taluk"
32683,105,"IND","India",2,"Andhra Pradesh",8,"Guntur",56,"Guntur","","","Taluk","Taluk"
32684,105,"IND","India",2,"Andhra Pradesh",8,"Guntur",57,"Guruzala","","","Taluk","Taluk"
32685,105,"IND","India",2,"Andhra Pradesh",8,"Guntur",58,"Narasaraopet","","","Taluk","Taluk"
32686,105,"IND","India",2,"Andhra Pradesh",8,"Guntur",59,"Repalle","","","Taluk","Taluk"
32687,105,"IND","India",2,"Andhra Pradesh",8,"Guntur",60,"Sattenapalle","","","Taluk","Taluk"
32688,105,"IND","India",2,"Andhra Pradesh",8,"Guntur",61,"Tenali","","","Taluk","Taluk"
32689,105,"IND","India",2,"Andhra Pradesh",8,"Guntur",62,"Vinukonda","","","Taluk","Taluk"
32690,105,"IND","India",2,"Andhra Pradesh",9,"Hyderabad",63,"Hyderabad","","","Taluk","Taluk"
32691,105,"IND","India",2,"Andhra Pradesh",10,"Karimnagar",64,"Huzurabad","","","Taluk","Taluk"
32692,105,"IND","India",2,"Andhra Pradesh",10,"Karimnagar",65,"Jagtial","","","Taluk","Taluk"
32693,105,"IND","India",2,"Andhra Pradesh",10,"Karimnagar",66,"Karimnagar","","","Taluk","Taluk"
32694,105,"IND","India",2,"Andhra Pradesh",10,"Karimnagar",67,"Manthani","","","Taluk","Taluk"
32695,105,"IND","India",2,"Andhra Pradesh",10,"Karimnagar",68,"Metpalli","","","Taluk","Taluk"
32696,105,"IND","India",2,"Andhra Pradesh",10,"Karimnagar",69,"Sirsilla","","","Taluk","Taluk"
32697,105,"IND","India",2,"Andhra Pradesh",10,"Karimnagar",70,"Sultanabad","","","Taluk","Taluk"
32698,105,"IND","India",2,"Andhra Pradesh",11,"Khammam",71,"Bhadrachalam","","","Taluk","Taluk"
32699,105,"IND","India",2,"Andhra Pradesh",11,"Khammam",72,"Borgampad","","","Taluk","Taluk"
32700,105,"IND","India",2,"Andhra Pradesh",11,"Khammam",73,"Khammam","","","Taluk","Taluk"
32701,105,"IND","India",2,"Andhra Pradesh",11,"Khammam",74,"Kottagudem","","","Taluk","Taluk"
32702,105,"IND","India",2,"Andhra Pradesh",11,"Khammam",75,"Madhira","","","Taluk","Taluk"
32703,105,"IND","India",2,"Andhra Pradesh",11,"Khammam",76,"Venkatapuram","","Nugur","Taluk","Taluk"
32704,105,"IND","India",2,"Andhra Pradesh",11,"Khammam",77,"Yellandu","","","Taluk","Taluk"
32705,105,"IND","India",2,"Andhra Pradesh",12,"Krishna",78,"Avanigadda","","","Taluk","Taluk"
32706,105,"IND","India",2,"Andhra Pradesh",12,"Krishna",79,"Gannavaram","","","Taluk","Taluk"
32707,105,"IND","India",2,"Andhra Pradesh",12,"Krishna",80,"Gudivada","","","Taluk","Taluk"
32708,105,"IND","India",2,"Andhra Pradesh",12,"Krishna",81,"Jaggayyapeta","","","Taluk","Taluk"
32709,105,"IND","India",2,"Andhra Pradesh",12,"Krishna",82,"Kaikalur","","","Taluk","Taluk"
32710,105,"IND","India",2,"Andhra Pradesh",12,"Krishna",83,"Machilipatnam","","","Taluk","Taluk"
32711,105,"IND","India",2,"Andhra Pradesh",12,"Krishna",84,"Nandigama","","","Taluk","Taluk"
32712,105,"IND","India",2,"Andhra Pradesh",12,"Krishna",85,"Nuzvid","","","Taluk","Taluk"
32713,105,"IND","India",2,"Andhra Pradesh",12,"Krishna",86,"Tiruvuru","","","Taluk","Taluk"
32714,105,"IND","India",2,"Andhra Pradesh",12,"Krishna",87,"Vijayawada","","","Taluk","Taluk"
32715,105,"IND","India",2,"Andhra Pradesh",13,"Kurnool",88,"Adoni","","Emmiganuru","Taluk","Taluk"
32716,105,"IND","India",2,"Andhra Pradesh",13,"Kurnool",89,"Allagadda","","","Taluk","Taluk"
32717,105,"IND","India",2,"Andhra Pradesh",13,"Kurnool",90,"Alur","","","Taluk","Taluk"
32718,105,"IND","India",2,"Andhra Pradesh",13,"Kurnool",91,"Atmakur","","","Taluk","Taluk"
32719,105,"IND","India",2,"Andhra Pradesh",13,"Kurnool",92,"Banganapalli","","Banganapalle","Taluk","Taluk"
32720,105,"IND","India",2,"Andhra Pradesh",13,"Kurnool",93,"Dhone","","","Taluk","Taluk"
32721,105,"IND","India",2,"Andhra Pradesh",13,"Kurnool",94,"Koilkuntla","","","Taluk","Taluk"
32722,105,"IND","India",2,"Andhra Pradesh",13,"Kurnool",95,"Kurnool","","","Taluk","Taluk"
32723,105,"IND","India",2,"Andhra Pradesh",13,"Kurnool",96,"Nandikotkur","","","Taluk","Taluk"
32724,105,"IND","India",2,"Andhra Pradesh",13,"Kurnool",97,"Nandyal","","","Taluk","Taluk"
32725,105,"IND","India",2,"Andhra Pradesh",13,"Kurnool",98,"Pattikonda","","","Taluk","Taluk"
32726,105,"IND","India",2,"Andhra Pradesh",14,"Mahbubnagar",99,"Achampet","","","Taluk","Taluk"
32727,105,"IND","India",2,"Andhra Pradesh",14,"Mahbubnagar",100,"Alampur","","","Taluk","Taluk"
32728,105,"IND","India",2,"Andhra Pradesh",14,"Mahbubnagar",101,"Atamkur","","","Taluk","Taluk"
32729,105,"IND","India",2,"Andhra Pradesh",14,"Mahbubnagar",102,"Farooq Nagar","","","Taluk","Taluk"
32730,105,"IND","India",2,"Andhra Pradesh",14,"Mahbubnagar",103,"Gadwal","","","Taluk","Taluk"
32731,105,"IND","India",2,"Andhra Pradesh",14,"Mahbubnagar",104,"Kalwakurti","","","Taluk","Taluk"
32732,105,"IND","India",2,"Andhra Pradesh",14,"Mahbubnagar",105,"Kolhapur","","","Taluk","Taluk"
32733,105,"IND","India",2,"Andhra Pradesh",14,"Mahbubnagar",106,"Korangal","","","Taluk","Taluk"
32734,105,"IND","India",2,"Andhra Pradesh",14,"Mahbubnagar",107,"Mahbubnagar","","","Taluk","Taluk"
32735,105,"IND","India",2,"Andhra Pradesh",14,"Mahbubnagar",108,"Makhtal","","","Taluk","Taluk"
32736,105,"IND","India",2,"Andhra Pradesh",14,"Mahbubnagar",109,"Nagar Karnul","","","Taluk","Taluk"
32737,105,"IND","India",2,"Andhra Pradesh",14,"Mahbubnagar",110,"Wanparthy","","","Taluk","Taluk"
32738,105,"IND","India",2,"Andhra Pradesh",15,"Medak",111,"Gajwel","","","Taluk","Taluk"
32739,105,"IND","India",2,"Andhra Pradesh",15,"Medak",112,"Jogipet","","Andol","Taluk","Taluk"
32740,105,"IND","India",2,"Andhra Pradesh",15,"Medak",113,"Medak","","","Taluk","Taluk"
32741,105,"IND","India",2,"Andhra Pradesh",15,"Medak",114,"Narayankher","","","Taluk","Taluk"
32742,105,"IND","India",2,"Andhra Pradesh",15,"Medak",115,"Narsapur","","","Taluk","Taluk"
32743,105,"IND","India",2,"Andhra Pradesh",15,"Medak",116,"Sangareddi","","","Taluk","Taluk"
32744,105,"IND","India",2,"Andhra Pradesh",15,"Medak",117,"Siddipet","","","Taluk","Taluk"
32745,105,"IND","India",2,"Andhra Pradesh",15,"Medak",118,"Zahirabad","","","Taluk","Taluk"
32746,105,"IND","India",2,"Andhra Pradesh",16,"Nalgonda",119,"Bhongir","","","Taluk","Taluk"
32747,105,"IND","India",2,"Andhra Pradesh",16,"Nalgonda",120,"Devarkonda","","","Taluk","Taluk"
32748,105,"IND","India",2,"Andhra Pradesh",16,"Nalgonda",121,"Huzurnagar","","","Taluk","Taluk"
32749,105,"IND","India",2,"Andhra Pradesh",16,"Nalgonda",122,"Mirialguda","","","Taluk","Taluk"
32750,105,"IND","India",2,"Andhra Pradesh",16,"Nalgonda",123,"Nalgonda","","","Taluk","Taluk"
32751,105,"IND","India",2,"Andhra Pradesh",16,"Nalgonda",124,"Ramannapet","","","Taluk","Taluk"
32752,105,"IND","India",2,"Andhra Pradesh",16,"Nalgonda",125,"Suriapet","","","Taluk","Taluk"
32753,105,"IND","India",2,"Andhra Pradesh",17,"Nellore",126,"Atmakur","","","Taluk","Taluk"
32754,105,"IND","India",2,"Andhra Pradesh",17,"Nellore",127,"Gudur","","","Taluk","Taluk"
32755,105,"IND","India",2,"Andhra Pradesh",17,"Nellore",128,"Kavali","","","Taluk","Taluk"
32756,105,"IND","India",2,"Andhra Pradesh",17,"Nellore",129,"Kovvur","","","Taluk","Taluk"
32757,105,"IND","India",2,"Andhra Pradesh",17,"Nellore",130,"n.a. ( 1971)","","","Taluk","Taluk"
32758,105,"IND","India",2,"Andhra Pradesh",17,"Nellore",131,"n.a. ( 1975)","","","Taluk","Taluk"
32759,105,"IND","India",2,"Andhra Pradesh",17,"Nellore",132,"n.a. ( 1983)","","","Taluk","Taluk"
32760,105,"IND","India",2,"Andhra Pradesh",17,"Nellore",133,"n.a. ( 1991)","","","Taluk","Taluk"
32761,105,"IND","India",2,"Andhra Pradesh",17,"Nellore",134,"n.a. ( 1992)","","","Taluk","Taluk"
32762,105,"IND","India",2,"Andhra Pradesh",17,"Nellore",135,"n.a. ( 1997)","","","Taluk","Taluk"
32763,105,"IND","India",2,"Andhra Pradesh",17,"Nellore",136,"n.a. ( 1998)","","","Taluk","Taluk"
32764,105,"IND","India",2,"Andhra Pradesh",17,"Nellore",137,"n.a. ( 2000)","","","Taluk","Taluk"
32765,105,"IND","India",2,"Andhra Pradesh",17,"Nellore",138,"n.a. ( 2002)","","","Taluk","Taluk"
32766,105,"IND","India",2,"Andhra Pradesh",17,"Nellore",139,"n.a. ( 2010)","","","Taluk","Taluk"
32767,105,"IND","India",2,"Andhra Pradesh",17,"Nellore",140,"n.a. ( 2011)","","","Taluk","Taluk"
32768,105,"IND","India",2,"Andhra Pradesh",17,"Nellore",141,"n.a. ( 2012)","","","Taluk","Taluk"
32769,105,"IND","India",2,"Andhra Pradesh",17,"Nellore",142,"n.a. ( 2015)","","","Taluk","Taluk"
32770,105,"IND","India",2,"Andhra Pradesh",17,"Nellore",143,"n.a. ( 2016)","","","Taluk","Taluk"
32771,105,"IND","India",2,"Andhra Pradesh",17,"Nellore",144,"n.a. ( 2019)","","","Taluk","Taluk"
32772,105,"IND","India",2,"Andhra Pradesh",17,"Nellore",145,"n.a. ( 2020)","","","Taluk","Taluk"
32773,105,"IND","India",2,"Andhra Pradesh",17,"Nellore",146,"Nellore","","","Taluk","Taluk"
32774,105,"IND","India",2,"Andhra Pradesh",17,"Nellore",147,"Rapur","","","Taluk","Taluk"
32775,105,"IND","India",2,"Andhra Pradesh",17,"Nellore",148,"Suluru","","Sulurpet","Taluk","Taluk"
32776,105,"IND","India",2,"Andhra Pradesh",17,"Nellore",149,"Udayagiri","","","Taluk","Taluk"
32777,105,"IND","India",2,"Andhra Pradesh",17,"Nellore",150,"Venkatagiri","","","Taluk","Taluk"
32778,105,"IND","India",2,"Andhra Pradesh",18,"Nizamabad",151,"Armur","","","Taluk","Taluk"
32779,105,"IND","India",2,"Andhra Pradesh",18,"Nizamabad",152,"Banswada","","","Taluk","Taluk"
32780,105,"IND","India",2,"Andhra Pradesh",18,"Nizamabad",153,"Bodhan","","","Taluk","Taluk"
32781,105,"IND","India",2,"Andhra Pradesh",18,"Nizamabad",154,"Kamareddy","","","Taluk","Taluk"
